addAplyQlfcCndCn,aplyPrdSeCd,aplyUrlAddr,aplyYmd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,bizPrdSeCd,bscPlanAsmtNo,bscPlanCycl,bscPlanFcsAsmtNo,bscPlanPlcyWayNo,earnCndSeCd,earnEtcCn,earnMaxAmt,earnMinAmt,etcMttrCn,frstRegDt,inqCnt,jobCd,lastMdfcnDt,lclsfNm,mclsfNm,mrgSttsCd,operInstCd,operInstCdNm,operInstPicNm,plcyAplyMthdCn,plcyAprvSttsCd,plcyExplnCn,plcyKywdNm,plcyMajorCd,plcyNm,plcyNo,plcyPvsnMthdCd,plcySprtCn,ptcpPrpTrgtCn,pvsnInstGroupCd,refUrlAddr1,refUrlAddr2,rgtrHghrkInstCd,rgtrHghrkInstCdNm,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,sbizCd,sbmsnDcmntCn,schoolCd,sprtArvlSeqYn,sprtSclCnt,sprtSclLmtYn,sprtTrgtAgeLmtYn,sprtTrgtMaxAge,sprtTrgtMinAge,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,srngMthdCn,zipCd
,0057003,,,20220101,20261231,,0056001,005,1,002,001,0043001,,0,0,,2025-07-14 11:44:20,144,0013003,2026-01-01 00:00:00,일자리,창업,0055003,       ,,울산문화관광재단,,0044002,울산관광기업지원센터 운영을 통한 관광분야 전문가 양성 및 일자리 지원,교육지원,0011009,울산관광기업지원센터 운영,20250714005400111205,0042002,"  ○ 사업기간 : 연중  
  ※ 총 사업기간(2022. ~ 2026.(5년간))

  ○ 지원대상 : 울산시민, 예비 창업(희망)자, 7년 미만 사업자 등

  ○ 지원인원
    - 관광스타트업 및 스타기업 공모 및 발굴 : 5개사
    - 관광스타트업 선정기업 내 신규 인력 채용 및 일자리 매칭 : 10명
    - 울산관광스타트업 창업 아카데미 : 20명
    - 울산 관광 로컬크리에이터 양성 : 10명
    - 울산 관광 일자리 인턴 지원 : 25명
    - 맞춤형 컨설팅 운영 : 15명

  ○ 지원내용 : 울산관광기업지원센터 운영, 울산관광스타트업 공모전, 관광창업아카데미, 관광인플루언서 양성을 통한 발굴‧육성‧지원

  ○ 수행기관 : 울산문화관광재단",,0054002,https://www.uctf.or.kr/,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,80,N,N,34,19,6310000,울산광역시,관광과 관광정책팀,,"31110,31140,31170,31200,31710"
,0057003,https://ubpi.or.kr/sub/?mcode=0403010000&no=3369,,20250101,20251231,,0056001,004,1,002,001,0043001,,0,0,,2025-07-14 11:38:47,13,0013010,2026-01-01 00:00:00,일자리,창업,0055003,       ,,,,0044002,소규모 제조업 청년창업자에게 공장형 창업공간 및 설비 제공,교육지원,0011009,톡톡팩토리 운영,20250714005400211204,0042002,"○ 사업기간 : ’25. 1. ~ 12.
 
○ 지원대상 : (울산)39세 이하 청년, 예비 또는 7년 미만 제조 창업자
 
○ 지원내용 : 소규모 제조공간, 제조설비, 교육‧컨설팅‧마케팅 지원
 
○ 지원규모 : 6개점 33개실  ※ 입주기간 : 최장 5년(매년 연장심사)",,0054002,https://ubpi.or.kr/sub/?mcode=0403010000&no=3369,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,N,39,19,6310000,울산광역시,기업지원과 창업벤처팀,,"31110,31140,31170,31200,31710"
문화예술교육사 자격증 소지자,0057003,,,20250101,20251231,,0056001,002,1,001,001,0043001,,0,0,,2025-07-14 11:33:22,74,0013003,2026-01-01 00:00:00,일자리,취업,0055003,B554922,재단법인울산문화관광재단,,,0044002,관내 문화예술교육사 채용 지원 및 문화시설별 특화된 문화예술 교육 프로그램 운영 지원,인턴,0011009,문화예술교육사 인턴십 지원사업,20250714005400111203,0042011," 
○ 사업기간 : '25. 1. ~ 12.

○ 지원대상 : 만 19세 이상 39세 이하 문화예술교육사 자격증 소지자
※ 문화예술교육사 자격증 취득 후 3년 미만인 자 우대

○ 지원내용 : 문화예술교육사 채용지원 및 기관별 특화 프로그램 운영

○ 주관기관 : 울산문화관광재단",,0054001,https://uctf.or.kr/,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,4,N,N,39,19,6310000,울산광역시,,,"31110,31140,31170,31200,31710"
,0057003,,,20250101,20251231,,0056001,002,1,001,001,0043001,,0,0,,2025-07-14 11:27:51,254,0013003,2026-01-01 00:00:00,일자리,취업,0055003,       ,,,,0044002,대학생 하계 ·동계 방학 기간 활용하여 학비마련 · 진로탐색 및 행정업무 체험 기회 제공,장기미취업청년,0011009,대학생 아르바이트 채용사업,20250714005400211202,0042004," 
○ 사업기간 : '25. 1. ~ 12.
※ 23년 신규사업(시 주관)

○ 대 상 : 공공일 기준 울산에 주민등록을 둔 19세 ~ 39세 대학생

○ 주요내용
  - 채용인원 : 280명(시 사업 150, 구·군 자체사업 130)
  - 채용시기 : 동·하계 방학기간 중(1개월 정도 근무))
  - 근 무 지 : 구·군청 및 행정복지센터 등
  - 근무시간 / 내용 : 일 8시간 / 행정사무 보조 등

○ 운영방법 : 예산 매칭(시비 80%, 구·군 20%)을 통한 5개 구·군 사업 수행",,0054002,,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049005,N,0,N,N,39,19,6310000,울산광역시,,,"31110,31140,31170,31200,31710"
,0057003,,,20250501,20251231,,0056001,002,1,001,001,0043001,,0,0,,2025-07-14 11:24:32,321,0013003,2026-01-01 00:00:00,일자리,취업,0055003,       ,,,,0044002,"공공부문 중심의 양질의 일자리 제공으로 청년 취업난을 해소하고, 직업체험을 통한 청년 취업역량 강화",인턴,0011009,시 공공기관 청년인턴 채용사업,20250714005400211201,0042004," 
○ 사업기간 : '25. 4. ~ 12.
※ 기관별 3 ~ 6개월 채용

○ 대 상 : 울산에 주민등록을 둔 15세 ~ 34세 미취업 청년

○ 지원금액 : 1인 월 1,9000천원(인건비에 한함)

○ 채용기관 / 인원 : 울산연구원 등 7개 기관 / 87명
※(시비 및 자부담) 6개 기관 57명 / (자부담) 1개 기관 30명

○ 운영방법 : 기관별 직무와 예산상황 등 감안 자율적 채용·운영",,0054002,,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,Y,0,0,6310000,울산광역시,대학협력과,,"31110,31140,31170,31200,31710"
,0057003,https://www.ulsan.go.kr/u/rep/transfer/notice/list.ulsan?mId=001004002000000000,,20250101,20250930,,0056001,002,1,001,001,0043001,,0,0,,2025-07-14 11:18:58,12,0013003,2025-11-12 19:15:02,일자리,취업,0055003,       ,,,,0044002,"공공부문 중심의 양질의 일자리 제공으로 청년 취업난을 해소하고, 직업체험을 통한 청년 취업역량 강화
",인턴,0011009,행정 체험형 청년인턴 채용사업,20250714005400211200,0042013," 
○ 사업기간 : '25. 1. ~ 12.

○ 대 상 : 울산에 주민등록을 둔 19세 ~ 39세 미취업 청년

○ 주요내용
- 채용인원 : 19명
- 채용기간 : 3월 ~ 9월(6개월)
- 근무지 : 본청 내 부서
- 근무시간 / 내용 : 일 8시간 / 기획 및 단기 프로젝트 수행 등",,0054002,https://www.ulsan.go.kr/u/rep/transfer/notice/list.ulsan?mId=001004002000000000,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,19,N,N,39,19,6310000,울산광역시,대학협력과,,"31110,31140,31170,31200,31710"
,0057003,https://kgbumo.com/,,20250101,20251231,,0056001,037,1,014,004,0043001,,0,0,,2025-07-13 17:11:06,114,0013010,2026-01-01 00:00:00,복지문화,취약계층 및 금융지원,0055003,       ,,,광주장애인부모연대 홈페이지 확인 및 신청,0044002,18세 이상 성인기 재가발달장애인의 자립을 위한 능력을 향상    시켜 지역사회 안에서 자립생활을 할 수 있도록 함,교육지원,0011009,발달장애인 자립능력 향상 교육,20250713005400211199,0042013,"18세 이상 시설거주가 아닌 재가 발달장애인을 대상으로 발달장애인 자립생활주거체험, 직업체험, 문화‧여가 등 사회활동 지원",,0054002,,,6290000,광주광역시,6290000,광주광역시,0000000,광주광역시,0014005,,0049010,N,12,N,Y,0,0,6290704,장애인복지과,,,"29110,29140,29155,29170,29200"
,0057001,,20250122 ~ 20250205,20250101,20251231,,0056001,046,1,018,005,0043001,,0,0,,2025-07-11 19:00:24,48,0013010,2025-07-14 10:12:30,참여권리,정책인프라구축,0055003,       ,,,[서식1~3] 작성 후 이메일 접수(sookimanse@korea.kr),0044002,청년들의 시정 참여를 보장하고 청년의 의견을 반영하기 위해 다양한 분야의 청년들로 구성된 청년위원회 운영,교육지원,0011009,광주청년위원회(제10기),20250711005400211198,0042013,"
청년 의견수렴 및 청년정책 제안, 위원회 활동보고서 발간, 국내외 청년단체·협의체와 협력 및 교류 등
위촉장 수여, 전체회의 참석수당·분과활동비 지원, 우수위원 표창 등",,0054002,,,6290000,광주광역시,6290000,광주광역시,0000000,광주광역시,0014010,"공통서류(지원자): 지원서, 소개서, 개인정보 수집·이용·제공 동의서
추가서류(해당자): 활동경력 증빙자료",0049010,N,50,N,N,39,19,6291043,청년정책과,,"
선정방법 : 면접심사
심사일정 : 2025. 2. 12.(수) ~ 2. 13.(화)
심사기준 : 청년위원회 지원동기 및 활동의지, 청년정책 관심도 등
선정발표 : 2025. 2. 17.(월) / 광주광역시 홈페이지 및 광주청년통합플랫폼
※ 광주광역시 홈페이지(www.gwangju.go.kr)-시정소식–고시‧공고
※ 광주청년통합플랫폼(youth.gwangju.go.kr)-청년정책–알림소식-공지사항
※ 상기 일정은 변동될 수 있으며, 변동 시 개별통보 예정","29110,29140,29155,29170,29200"
,0057003,https://youth.gwangju.go.kr/www/39?siteId=www&url=%2Fwww%2FareaResve%2FresveList,,20250101,20251231,,0056001,050,1,019,005,0043001,,0,0,,2025-07-11 18:57:40,122,0013010,2026-01-01 00:00:00,참여권리,정책인프라구축,0055003,       ,,,자율공간 정보 및 프로그램 확인 및 공간별 이용 문의,0044002,공공 및 민간 인프라를 활용한 청년 자율 활동공간 확충 지원,교육지원,0011009,청년자율공간,20250711005400211197,0042013,"청년들이 자율적으로 이용가능한 활동공간 확충 및 지원
   - (민간) 청년 활동에 적합한 공간, 접근성, 기자재 등을 갖춘 민간 소유 시설
   - (공공) 시·구립 도서관 및 문화센터, 공동체·공유센터, 커뮤니티센터 등
",,0054002,,,6290000,광주광역시,6290000,광주광역시,0000000,광주광역시,0014010,,0049010,N,0,Y,N,39,19,6291043,청년정책과,,,"29110,29140,29155,29170,29200"
,0057003,,,20250101,20251231,,0056001,048,1,018,005,0043001,,0,0,,2025-07-11 18:55:02,79,0013010,2026-01-01 00:00:00,참여권리,정책인프라구축,0055003,       ,,,"방문 및 홈페이지를 통한 정책 신청
광주 동구 예술길 38 (대의동)
월~금 09:00 ~ 18:00 (일요일, 공휴일 휴무)",0044002,"광주청년 일상안전망 구축, 청년의 역량개발 및 자립 지원을 위한 다양한 지원사업 추진 및 청년 네트워크 구축
",교육지원,0011009,광주청년센터 운영,20250711005400211196,0042013,"광주청년 일상안전망구축, 청년역량강화 및 자립지원 프로그램 운영 등",,0054002,https://gjyouthcenter.kr/,,6290000,광주광역시,6290000,광주광역시,0000000,광주광역시,0014010,,0049010,N,0,Y,N,39,19,6291043,청년정책과,,,"29110,29140,29155,29170,29200"
"
○ 모집분야 : 시각예술 및 시각예술 기반의 융·복합 창작작업이 가능한 문화예술 전 분야(기획·연구자 포함)

○ 지원자격 ※ 대학 및 대학원 등 재학생은 연령 상관없이 제외함
- 모집공고일 기준, 만 39세 이하의 청년예술인으로 광주를 기반으로 활동하며 아래의 조건 중 1개 이상 충족하는 자
1. 문화예술 분야 전공자로 광주광역시 소재의 대학을 졸업 후 광주에서 활동하는 자
2. 문화예술 분야 전공자로 공고일 현재 주민등록상 주소지가 광주광역시로 등록된 자
(필요조건 : 3년 이상 거주 必)
※ 청년범위 :「광주광역시 청년기본조례」제 1장 2조 1항에 근거 (만19세 이상~만39세 이하)",0057001,https://artmuse.gwangju.go.kr/,20250319 ~ 20250326,20250101,20251231,,0056001,043,1,016,004,0043001,,0,0,,2025-07-11 18:50:25,18,0013010,2025-07-14 10:19:47,복지문화,예술인지원,0055003,       ,,,"이메일 또는 우편 접수(발송 후 아래 “문의전화”로 접수확인 전화 요함)
‧ 접수이메일 : artwkpark@korea.kr
‧ 접수 주소 : (우) 61639 광주광역시 남구 사직길 12. 광주시립미술관 청년예술센터
※ 접수 마감일 18:00 이전 도착분에 한함",0044002,"청년예술인 창작활동 지원, 청년 문화기획자 육성, 전시⸱공연⸱아트마켓 등 다양한 분야를 통해 청년예술인의 활동을 지원",교육지원,0011009,청년예술센터 운영,20250711005400211195,0042013,"○ 창작공간 제공(청년예술센터 내)
○ 입주예술인 지원프로그램(전시 및 강연)
○ 국내 문화예술행사 탐방 등",,0054002,,,6290000,광주광역시,6290000,광주광역시,0000000,광주광역시,0014010,"○ 지원신청서, 입주활동계획서, 개인정보 수집·이용동의서 ※소정양식
○ 포트폴리오(작품이미지, 약력, 작가노트 포함)
- 포트폴리오는 PPT 기준, 표지 포함 15페이지 이내 작성 및 제출
○ 광주지역 거주 증빙서류(주민등록등·초본)
○ 광주지역 관련 학부(대학원) 최종학력증명서",0049010,N,6,N,N,45,19,6290208,시립미술관,,"○ 서류심사 합격자 발표 : 2025. 3. 28. (예정) / 광주시립미술관 홈페이지
※ 서류전형 : 지역예술인 해당 여부 등 지원자 결격사유 심사
○ 면접심사(서류합격자) : 2025. 4. 2. (예정) ※ 단체는 신청자(팀 대표)가 면접
○ 최종 합격자 결과발표 : 2025. 4. 4. (예정) 별도공지·광주시립미술관 홈페이지
※ 합격자 중 중도 포기자 발생 시 심사점수 차순위 순으로 최종 합격자 확정. 불합격자 별도 통지 없음","29110,29140,29155,29170,29200"
"
▶ 실전 문화기획을 배우고 싶은 청년 (86년생~06년생)

​- 문화기획자 지망생 및 역량 강화 필요한 현직 기획자
- 기획 실무 능력이 필요한 예술인 등 창작자
- 문화예술 분야 전공 대학(원)생 및 창업자
- N잡러, 프리랜서로 문화활동 하고 싶은 분",0057001,,20250301 ~ 20250331,20250301,20251231,,0056001,041,1,016,004,0043001,,0,0,,2025-07-11 18:29:42,69,0013010,2025-07-14 10:20:26,복지문화,예술인지원,0055003,       ,,,제출서류 작성 후 이메일 접수 (culturehub@daum.net),0044002,청년 문화기획자 양성을 통해 문화예술인의 창조활동을 제고하고 중진 문화기획자로 성장하도록 지원,교육지원,0011009,청년문화예술기획자 양성학교 운영,20250711005400211194,0042013,"❍ 수료 후 포스트 과정(프로젝트 참여, 네트워크 연결, 취업, 창업 지원 등)
❍ 지속적인 비빌 언덕(꿈을 함께 할 동료 x 아지트 공간 x 애프터케어)
❍ 프로젝트 실습비 지원(100만원 내외)
❍ 학교장/지도멘토진의 1:1 맞춤교육과 네트워크 형성
❍ 실무형 문화기획 전문학교 수료증 및 최우수 참여자 2명 시장상 수여 예정",,0054002,,,6290000,광주광역시,6290000,광주광역시,0000000,광주광역시,0014010,"지원서, 자기소개서(필수)
포트폴리오, 관련 증빙서류 등(해당자만)",0049010,N,15,N,N,39,18,6290995,문화정책관,,"
❍ 1차 서류전형 합격자 발표 : 4월 1일(화) 예정 *청년문화허브 블로그 고지
❍ 2차 면접전형: 4월 1~2주 예정 ※개별 연락해 일정 조율
❍ 최종 합격자 발표: 4월 14일(월) 예정 ※최종 합격자 개별 연락
❍ 교육 시작 : 4월 22일(화) 예정

※ 4월 1~2째 주에 교육생 접수 현황에 따라 추가 모집이 진행될 수 있습니다. 추가 모집 진행 여부에 따라 합격자 발표일과 교육 시작이 1~2주 연기될 수 있습니다.","11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
"
광주광역시에 주민등록이 되어 있는 군 복무 청년
- 육군,해군,공군,해병대,상근예비역,의무경찰, 의무소방 등 현역병
(직업군인, 사회복무요원, 산업기능요원 제외)",0057003,,,20250120,20260119,,0056001,040,1,015,004,0043001,,0,0,,2025-07-11 18:24:34,38,0013010,2026-01-01 00:00:00,복지문화,건강,0055003,       ,,,"상해발생 ⇒ 보험사 청구 ⇒ 보상여부 검토 ⇒ 보험금 결정 및 지급
 - (상담)메리츠화재해상보험 : 070-4693-1655",0044002,군복무 청년들의 복지를 향상하고 국방의무에 전념할 수 있도록 여건 마련,보조금,0011009,군복무 청년 상해보험 지원,20250711005400211193,0042013,"군복무 중 사망, 상해 등 피해 발생시 보험금(진단비 등) 지급
타 제도에 의한 보상과 관계없이 중복 보상
(별도 가입 절차없이 군 복무 시작과 동시에 자동가입)",,0054002,https://youth.gwangju.go.kr/www/50?siteId=www&policyId=1031&url=%2Fwww%2Fpolicy%2FgjYgPolicyView,,6290000,광주광역시,6290000,광주광역시,0000000,광주광역시,0014007,보험청구서 및 증빙서류,0049010,N,0,N,N,39,19,6291043,청년정책과,,,"29110,29140,29155,29170,29200"
,0057003,http://www.dsracc.or.kr/,,20250101,20251231,,0056001,040,1,015,004,0043001,,0,0,,2025-07-11 18:21:05,41,0013010,2026-01-01 00:00:00,복지문화,건강,0055003,       ,,,서구중독관리통합지원센터에 신청,0044002,청년층 중독예방과 중독자․고위험군 지원으로 청년 중독자 사회 복귀 및 정신 건강증진으로 삶의 질 향상 도모,교육지원,0011009,청년중독예방관리,20250711005400211192,0042013,"중독예방 캠페인 및 교육․홍보, 청소년 중독 인식개선,지역자원과 연계한 고위험군 발굴․개입(검사, 초기상담, 치료연계 등),청년중독 조기선별 및 사례관리, 중독 프로그램, 재활기관 연계,중독자 자조모임 및 가족지원 등
 - 서구중독관리통합지원센터에 신청",,0054002,,,6290000,광주광역시,6290000,광주광역시,0000000,광주광역시,0014010,,0049010,N,0,N,N,34,15,6291030,건강위생과,,,"29110,29140,29155,29170,29200"
